"sample_id","side_or_trapnum","watershed","date","dipteran_large","terrestrial_large","caddisfly_large","mayfly_large","stonefly_large","other_large","dipteran_small","terrestrial_small","caddisfly_small","other_small"
"ST190778","A",4,2019-08-12,NA,2,NA,NA,NA,1,13,2,NA,7
"ST190779","A",4,2019-08-12,NA,NA,NA,NA,1,1,8,NA,NA,2
"ST190780","A",4,2019-08-12,NA,1,NA,NA,1,NA,19,3,NA,4
"ST190776","B",4,2019-08-12,3,2,1,NA,NA,2,20,2,NA,8
"ST190777","B",4,2019-08-12,NA,1,NA,NA,NA,1,29,3,NA,6
"ST190778","B",4,2019-08-12,1,1,3,NA,5,4,31,NA,NA,4
"ST190779","B",4,2019-08-12,NA,3,NA,NA,NA,3,28,2,NA,12
"ST190780","B",4,2019-08-12,2,NA,1,NA,1,1,30,2,NA,4
"ST190816","A",4,2019-08-19,1,2,NA,NA,NA,1,17,NA,NA,1
"ST190817","A",4,2019-08-19,NA,NA,1,NA,2,1,25,2,NA,7
"ST190818","A",4,2019-08-19,1,1,NA,NA,1,2,13,4,NA,NA
"ST190819","A",4,2019-08-19,NA,2,NA,NA,1,1,9,1,NA,1
"ST190820","A",4,2019-08-19,NA,1,NA,NA,1,2,11,NA,NA,1
"ST190816","B",4,2019-08-19,NA,NA,1,NA,NA,NA,12,NA,NA,2
"ST190817","B",4,2019-08-19,2,NA,NA,NA,3,NA,20,2,NA,6
"ST190818","B",4,2019-08-19,NA,2,NA,NA,NA,1,12,NA,NA,4
"ST190819","B",4,2019-08-19,NA,1,NA,NA,NA,1,11,2,NA,4
"ST190820","B",4,2019-08-19,1,1,NA,NA,NA,1,16,2,NA,3
"ST190856","A",4,2019-08-26,NA,3,1,NA,1,NA,26,1,NA,2
"ST190857","A",4,2019-08-26,NA,3,1,NA,NA,NA,18,NA,NA,3
"ST190858","A",4,2019-08-26,NA,2,NA,NA,NA,NA,15,1,NA,2
"ST190859","A",4,2019-08-26,NA,NA,1,NA,NA,3,33,2,NA,2
"ST190860","A",4,2019-08-26,NA,1,1,NA,1,2,34,3,NA,2
"ST190856","B",4,2019-08-26,NA,1,NA,NA,1,1,10,2,NA,1
"ST190857","B",4,2019-08-26,NA,NA,1,NA,NA,NA,14,1,NA,3
"ST190858","B",4,2019-08-26,1,4,NA,NA,NA,NA,26,5,NA,5
"ST190859","B",4,2019-08-26,1,NA,NA,NA,NA,4,17,1,NA,3
"ST190860","B",4,2019-08-26,NA,8,NA,NA,1,1,23,NA,NA,5
"ST190896","A",4,2019-09-03,NA,1,NA,NA,NA,1,11,1,NA,3
"ST190897","A",4,2019-09-03,NA,3,1,NA,NA,1,15,1,NA,5
"ST190898","A",4,2019-09-03,1,1,NA,NA,NA,NA,9,NA,NA,NA
"ST190899","A",4,2019-09-03,2,2,NA,NA,NA,1,18,1,NA,2
"ST190900","A",4,2019-09-03,1,1,NA,NA,NA,1,8,1,NA,NA
"ST190896","B",4,2019-09-03,NA,NA,NA,NA,NA,NA,9,2,NA,6
"ST190897","B",4,2019-09-03,1,NA,NA,NA,3,NA,15,NA,NA,6
"ST190898","B",4,2019-09-03,2,NA,1,NA,NA,NA,13,1,NA,3
"ST190899","B",4,2019-09-03,NA,1,NA,NA,NA,1,16,4,NA,4
"ST190900","B",4,2019-09-03,1,2,NA,NA,1,1,13,2,1,2
"ST190936","A",4,2019-09-09,NA,NA,NA,NA,NA,1,11,1,1,4
"ST190937","A",4,2019-09-09,NA,NA,NA,NA,NA,NA,5,1,NA,4
"ST190938","A",4,2019-09-09,NA,1,NA,NA,NA,NA,6,NA,NA,1
"ST190939","A",4,2019-09-09,NA,NA,NA,NA,NA,NA,2,NA,NA,5
"ST190940","A",4,2019-09-09,2,NA,NA,NA,NA,NA,8,2,NA,1
"ST190936","B",4,2019-09-09,NA,NA,NA,NA,NA,1,13,5,NA,2
"ST190937","B",4,2019-09-09,NA,NA,NA,NA,NA,NA,5,2,NA,1
"ST190938","B",4,2019-09-09,NA,NA,1,NA,NA,NA,5,4,NA,1
"ST190939","B",4,2019-09-09,NA,NA,1,NA,NA,NA,16,3,NA,1
"ST190940","B",4,2019-09-09,NA,NA,NA,NA,NA,NA,11,1,NA,2
"ST190976","A",4,2019-09-16,NA,NA,NA,NA,NA,NA,9,NA,NA,3
"ST190977","A",4,2019-09-16,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"ST190978","A",4,2019-09-16,1,1,NA,NA,1,NA,11,2,NA,5
"ST190979","A",4,2019-09-16,NA,NA,1,NA,NA,NA,10,NA,NA,4
"ST190980","A",4,2019-09-16,1,1,NA,NA,NA,NA,7,2,NA,1
"ST190976","B",4,2019-09-16,NA,NA,NA,NA,NA,NA,11,NA,NA,3
"ST190977","B",4,2019-09-16,NA,NA,1,NA,NA,NA,13,3,NA,1
"ST190978","B",4,2019-09-16,NA,NA,NA,NA,NA,NA,7,2,NA,4
"ST190979","B",4,2019-09-16,NA,3,NA,NA,1,4,3,NA,NA,NA
"ST190980","B",4,2019-09-16,NA,NA,1,NA,NA,NA,13,1,NA,2
"ST191016","A",4,2019-09-23,1,1,1,NA,1,NA,12,NA,NA,NA
"ST191017","A",4,2019-09-23,NA,1,NA,NA,NA,2,12,NA,NA,NA
"ST191018","A",4,2019-09-23,1,4,NA,NA,NA,1,7,NA,NA,3
"ST191019","A",4,2019-09-23,NA,4,NA,NA,NA,NA,11,3,NA,2
"ST191020","A",4,2019-09-23,0,NA,NA,NA,NA,NA,7,1,NA,4
"ST191016","B",4,2019-09-23,2,2,NA,NA,NA,1,5,1,NA,5
"ST191017","B",4,2019-09-23,NA,1,NA,NA,NA,1,13,1,NA,4
"ST191018","B",4,2019-09-23,NA,2,NA,NA,NA,NA,17,NA,NA,4
"ST191019","B",4,2019-09-23,NA,3,NA,NA,NA,NA,7,1,NA,6
"ST191020","B",4,2019-09-23,NA,1,NA,NA,NA,NA,9,1,NA,4
"ST191056","A",4,2019-09-30,NA,2,1,NA,NA,1,6,2,NA,3
"ST191057","A",4,2019-09-30,NA,1,NA,NA,NA,NA,6,NA,NA,NA
"ST191058","A",4,2019-09-30,NA,NA,NA,NA,NA,1,12,2,NA,3
"ST191059","A",4,2019-09-30,NA,NA,NA,NA,NA,NA,8,2,NA,1
"ST191060","A",4,2019-09-30,NA,NA,NA,NA,NA,NA,22,2,NA,2
"ST191056","B",4,2019-09-30,1,1,NA,NA,NA,1,3,NA,NA,4
"ST191057","B",4,2019-09-30,NA,NA,NA,NA,NA,NA,7,1,NA,1
"ST191058","B",4,2019-09-30,NA,NA,NA,NA,NA,10,15,2,NA,2
"ST191059","B",4,2019-09-30,NA,1,NA,NA,NA,2,17,NA,NA,4
"ST191060","B",4,2019-09-30,NA,NA,NA,NA,NA,1,7,2,NA,1
"ST191096","A",4,2019-10-07,2,NA,NA,NA,NA,1,3,NA,NA,1
"ST191097","A",4,2019-10-07,1,NA,NA,NA,NA,NA,16,1,NA,3
"ST191098","A",4,2019-10-07,2,NA,NA,NA,NA,1,10,NA,NA,2
"ST191099","A",4,2019-10-07,1,NA,NA,NA,NA,NA,16,1,NA,3
"ST191100","A",4,2019-10-07,4,NA,NA,NA,NA,NA,11,NA,NA,2
"ST191096","B",4,2019-10-07,1,NA,NA,NA,NA,NA,11,NA,NA,1
"ST191097","B",4,2019-10-07,2,2,NA,NA,NA,NA,9,1,NA,NA
"ST191098","B",4,2019-10-07,3,1,NA,NA,NA,NA,11,NA,NA,2
"ST191099","B",4,2019-10-07,1,NA,NA,NA,NA,NA,9,2,NA,3
"ST191100","B",4,2019-10-07,2,NA,NA,NA,NA,NA,7,1,NA,NA
"ST191136","A",4,2019-10-15,NA,3,NA,NA,NA,2,7,1,NA,4
"ST191137","A",4,2019-10-15,3,NA,NA,NA,NA,1,14,NA,NA,9
"ST191139","A",4,2019-10-15,14,NA,NA,NA,NA,3,18,2,NA,NA
"ST191136","B",4,2019-10-15,7,NA,NA,NA,NA,5,13,1,NA,9
"ST191137","B",4,2019-10-15,NA,NA,NA,NA,NA,3,6,NA,NA,5
"ST191139","B",4,2019-10-15,5,NA,1,NA,NA,2,21,1,NA,9
"ST191177","A",4,2019-10-21,7,NA,NA,NA,NA,NA,17,NA,NA,2
"ST191178","A",4,2019-10-21,NA,NA,NA,NA,NA,NA,7,1,NA,NA
"ST191179","A",4,2019-10-21,NA,NA,NA,NA,NA,NA,1,NA,NA,1
"ST191180","A",4,2019-10-21,NA,NA,NA,NA,NA,NA,8,NA,NA,1
"ST191177","B",4,2019-10-21,NA,NA,NA,NA,NA,NA,11,NA,NA,2
"ST191178","B",4,2019-10-21,4,NA,NA,NA,NA,NA,10,NA,NA,2
"ST191179","B",4,2019-10-21,3,NA,NA,NA,NA,1,18,2,NA,3
"ST191180","B",4,2019-10-21,4,NA,NA,NA,NA,1,19,1,NA,3
"ST191216","A",4,2019-10-28,1,NA,NA,NA,NA,NA,16,NA,NA,NA
"ST191217","A",4,2019-10-28,7,1,NA,NA,NA,NA,25,NA,NA,10
"ST191218","A",4,2019-10-28,3,NA,NA,NA,NA,NA,11,NA,NA,NA
"ST191219","A",4,2019-10-28,3,1,NA,NA,NA,NA,14,2,NA,6
"ST191220","A",4,2019-10-28,1,NA,NA,NA,NA,1,21,1,NA,6
"ST191216","B",4,2019-10-28,6,NA,NA,NA,NA,NA,28,NA,NA,2
"ST191217","B",4,2019-10-28,1,NA,NA,NA,NA,NA,16,NA,NA,2
"ST191218","B",4,2019-10-28,6,NA,NA,NA,NA,NA,12,1,NA,8
"ST191219","B",4,2019-10-28,1,NA,NA,NA,NA,NA,7,2,NA,1
"ST191220","B",4,2019-10-28,6,NA,NA,NA,NA,NA,9,1,NA,1
"ST191259","A",4,2019-11-04,4,NA,NA,NA,NA,NA,23,NA,NA,4
"ST191260","A",4,2019-11-04,1,NA,1,NA,NA,NA,18,2,NA,9
"ST191257","A",4,2019-11-04,1,NA,NA,NA,NA,NA,9,NA,NA,3
"ST191258","A",4,2019-11-04,NA,NA,NA,NA,NA,1,12,NA,NA,3
"ST191256","A",4,2019-11-04,4,NA,NA,NA,1,NA,21,NA,NA,3
"ST191259","B",4,2019-11-04,1,NA,NA,NA,NA,NA,14,NA,NA,10
"ST191260","B",4,2019-11-04,NA,3,NA,NA,NA,NA,19,NA,NA,2
"ST191257","B",4,2019-11-04,4,NA,NA,NA,NA,NA,31,2,NA,8
"ST191258","B",4,2019-11-04,2,NA,NA,NA,NA,NA,21,NA,NA,6
"ST191256","B",4,2019-11-04,19,NA,NA,NA,NA,NA,117,6,NA,5
"ST191298","A",4,2019-11-11,4,NA,NA,NA,NA,NA,NA,3,NA,NA
"ST191296","A",4,2019-11-11,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"ST191300","A",4,2019-11-11,6,1,NA,NA,NA,NA,2,NA,NA,NA
"ST191297","A",4,2019-11-11,6,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST191299","A",4,2019-11-11,8,NA,NA,NA,NA,NA,5,NA,NA,NA
"ST191298","B",4,2019-11-11,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST191296","B",4,2019-11-11,2,NA,NA,NA,NA,NA,1,NA,NA,1
"ST191297","B",4,2019-11-11,1,NA,NA,NA,NA,NA,2,1,NA,NA
"ST191299","B",4,2019-11-11,4,NA,NA,NA,NA,NA,1,NA,NA,NA
"ST191336","A",4,2019-11-18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST200456","A",4,2020-06-01,7,NA,NA,NA,2,4,16,11,NA,19
"ST200457","A",4,2020-06-01,6,NA,NA,NA,NA,4,25,1,NA,17
"ST200458","A",4,2020-06-01,2,NA,NA,NA,1,2,14,NA,NA,24
"ST200459","A",4,2020-06-01,1,NA,NA,NA,NA,4,88,NA,NA,28
"ST200460","A",4,2020-06-01,2,1,NA,NA,3,5,32,4,NA,35
"ST200456","B",4,2020-06-01,1,1,NA,NA,1,1,16,19,NA,12
"ST200457","B",4,2020-06-01,1,NA,NA,NA,1,2,81,1,NA,17
"ST200458","B",4,2020-06-01,2,1,NA,NA,2,3,21,NA,NA,20
"ST200459","B",4,2020-06-01,2,NA,NA,NA,2,3,27,8,NA,14
"ST200460","B",4,2020-06-01,2,NA,NA,NA,NA,2,28,8,NA,20
"ST200496","A",4,2020-06-08,3,NA,NA,NA,NA,NA,26,1,NA,21
"ST200497","A",4,2020-06-08,2,NA,NA,NA,1,4,21,5,NA,6
"ST200498","A",4,2020-06-08,NA,1,NA,NA,NA,2,15,1,NA,4
"ST200499","A",4,2020-06-08,2,1,1,NA,NA,1,16,5,NA,14
"ST200500","A",4,2020-06-08,1,1,1,NA,1,4,29,2,NA,17
"ST200496","B",4,2020-06-08,5,1,NA,NA,NA,4,35,1,NA,16
"ST200497","B",4,2020-06-08,1,1,NA,NA,3,3,23,NA,NA,11
"ST200498","B",4,2020-06-08,2,2,NA,NA,2,2,40,NA,NA,15
"ST200499","B",4,2020-06-08,3,NA,NA,NA,1,2,18,1,NA,21
"ST200500","B",4,2020-06-08,1,NA,NA,NA,NA,3,28,1,NA,9
"ST200536","A",4,2020-06-15,NA,2,2,NA,NA,3,23,NA,NA,4
"ST200537","A",4,2020-06-15,2,NA,NA,NA,2,3,24,7,NA,15
"ST200538","A",4,2020-06-15,3,1,NA,NA,NA,NA,8,NA,NA,6
"ST200539","A",4,2020-06-15,1,NA,NA,NA,2,2,15,NA,NA,8
"ST200540","A",4,2020-06-15,NA,3,NA,NA,1,2,21,1,NA,8
"ST200536","B",4,2020-06-15,NA,2,NA,NA,1,4,16,5,NA,5
"ST200537","B",4,2020-06-15,NA,7,NA,NA,3,5,11,15,NA,14
"ST200538","B",4,2020-06-15,NA,NA,NA,NA,NA,5,25,NA,NA,15
"ST200539","B",4,2020-06-15,NA,NA,NA,NA,NA,7,18,3,NA,6
"ST200540","B",4,2020-06-15,1,NA,NA,NA,NA,4,21,4,NA,7
"ST200576","A",4,2020-06-22,1,23,NA,NA,2,6,14,28,NA,31
"ST200577","A",4,2020-06-22,NA,NA,NA,NA,2,3,13,2,NA,17
"ST200578","A",4,2020-06-22,3,5,NA,NA,4,16,48,1,NA,9
"ST200579","A",4,2020-06-22,1,4,NA,NA,1,8,17,18,NA,23
"ST200580","A",4,2020-06-22,2,7,NA,NA,3,6,16,33,NA,27
"ST200576","B",4,2020-06-22,NA,25,1,NA,3,12,18,61,NA,29
"ST200577","B",4,2020-06-22,2,2,1,NA,2,16,34,7,NA,28
"ST200578","B",4,2020-06-22,2,1,NA,NA,3,7,20,3,NA,11
"ST200579","B",4,2020-06-22,6,3,1,NA,3,12,25,25,NA,18
"ST200580","B",4,2020-06-22,2,2,1,NA,4,5,36,27,NA,14
"ST200616","A",4,2020-06-29,2,1,NA,NA,NA,8,14,NA,NA,14
"ST200617","A",4,2020-06-29,NA,1,1,NA,NA,4,17,NA,NA,24
"ST200618","A",4,2020-06-29,3,NA,NA,NA,NA,8,26,2,NA,18
"ST200619","A",4,2020-06-29,NA,NA,NA,NA,NA,2,4,2,NA,22
"ST200620","A",4,2020-06-29,1,3,NA,NA,NA,7,20,NA,NA,23
"ST200616","B",4,2020-06-29,1,NA,NA,NA,NA,8,13,NA,NA,9
"ST200617","B",4,2020-06-29,NA,NA,NA,NA,NA,4,10,4,NA,25
"ST200618","B",4,2020-06-29,NA,NA,NA,NA,NA,9,29,NA,NA,41
"ST200619","B",4,2020-06-29,1,NA,NA,NA,NA,8,13,1,NA,29
"ST200620","B",4,2020-06-29,NA,1,NA,NA,NA,6,26,4,NA,18
"ST200656","A",4,2020-07-06,7,1,NA,NA,NA,4,12,NA,NA,15
"ST200657","A",4,2020-07-06,1,1,NA,NA,NA,NA,11,NA,NA,10
"ST200658","A",4,2020-07-06,5,NA,NA,NA,NA,1,22,NA,NA,9
"ST200659","A",4,2020-07-06,3,1,NA,NA,NA,5,17,NA,NA,8
"ST200660","A",4,2020-07-06,1,NA,NA,NA,NA,4,5,NA,NA,11
"ST200656","B",4,2020-07-06,3,2,NA,NA,NA,10,16,NA,NA,12
"ST200657","B",4,2020-07-06,4,NA,NA,NA,NA,3,16,NA,NA,14
"ST200658","B",4,2020-07-06,1,2,NA,NA,NA,3,5,NA,NA,9
"ST200659","B",4,2020-07-06,1,2,NA,NA,NA,2,5,NA,NA,15
"ST200660","B",4,2020-07-06,2,4,NA,NA,NA,3,9,NA,NA,16
"ST200696","A",4,2020-07-13,NA,NA,NA,NA,NA,6,7,NA,NA,7
"ST200697","A",4,2020-07-13,1,NA,NA,NA,NA,NA,6,NA,NA,12
"ST200698","A",4,2020-07-13,1,NA,NA,NA,NA,1,1,NA,NA,4
"ST200699","A",4,2020-07-13,1,NA,NA,NA,NA,3,13,NA,NA,11
"ST200700","A",4,2020-07-13,NA,NA,NA,NA,NA,5,NA,NA,NA,1
"ST200696","B",4,2020-07-13,1,NA,NA,NA,NA,5,10,NA,NA,4
"ST200697","B",4,2020-07-13,3,1,NA,NA,NA,3,22,NA,NA,16
"ST200698","B",4,2020-07-13,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"ST200699","B",4,2020-07-13,4,NA,NA,NA,NA,3,7,NA,NA,4
"ST200700","B",4,2020-07-13,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"ST200736","A",4,2020-07-20,2,1,NA,NA,NA,2,7,NA,NA,10
"ST200737","A",4,2020-07-20,NA,NA,NA,NA,NA,NA,2,NA,NA,9
"ST200738","A",4,2020-07-20,NA,1,NA,NA,NA,2,21,NA,NA,7
"ST200739","A",4,2020-07-20,NA,4,NA,NA,NA,1,16,NA,NA,8
"ST200740","A",4,2020-07-20,1,NA,NA,NA,2,4,5,NA,NA,6
"ST200736","B",4,2020-07-20,1,3,NA,NA,NA,4,18,NA,NA,12
"ST200737","B",4,2020-07-20,2,NA,1,NA,NA,4,8,NA,NA,9
"ST200738","B",4,2020-07-20,NA,NA,NA,NA,1,4,6,NA,NA,12
"ST200739","B",4,2020-07-20,4,NA,NA,NA,NA,3,14,NA,NA,6
"ST200740","B",4,2020-07-20,1,NA,NA,NA,NA,7,8,NA,NA,8
"ST200776","A",4,2020-07-27,3,NA,NA,NA,NA,6,5,NA,NA,15
"ST200777","A",4,2020-07-27,1,NA,NA,NA,NA,3,5,1,NA,12
"ST200778","A",4,2020-07-27,NA,1,NA,NA,NA,2,4,NA,NA,5
"ST200779","A",4,2020-07-27,2,3,NA,NA,NA,NA,7,NA,NA,14
"ST200780","A",4,2020-07-27,1,NA,NA,NA,NA,8,4,NA,NA,4
"ST200776","B",4,2020-07-27,2,4,NA,NA,NA,3,6,NA,NA,12
"ST200777","B",4,2020-07-27,5,1,NA,NA,NA,7,1,NA,NA,5
"ST200778","B",4,2020-07-27,1,NA,NA,NA,NA,4,2,NA,NA,9
"ST200779","B",4,2020-07-27,NA,NA,NA,NA,NA,3,9,1,NA,10
"ST200780","B",4,2020-07-27,5,3,NA,NA,NA,4,19,NA,NA,13
"ST200816","A",4,2020-08-03,4,2,NA,NA,NA,1,16,NA,NA,18
"ST200817","A",4,2020-08-03,4,2,NA,NA,NA,4,11,NA,NA,10
"ST200818","A",4,2020-08-03,5,3,NA,NA,NA,3,6,NA,NA,5
"ST200819","A",4,2020-08-03,NA,NA,NA,NA,NA,NA,5,NA,NA,7
"ST200820","A",4,2020-08-03,2,2,NA,NA,NA,8,3,NA,NA,8
"ST200816","B",4,2020-08-03,2,1,NA,NA,NA,2,7,NA,NA,10
"ST200817","B",4,2020-08-03,NA,2,NA,NA,NA,3,NA,NA,NA,5
"ST200818","B",4,2020-08-03,3,5,NA,NA,NA,8,6,NA,NA,8
"ST200819","B",4,2020-08-03,2,NA,NA,NA,NA,11,8,NA,NA,3
"ST200820","B",4,2020-08-03,1,1,NA,NA,NA,3,11,NA,NA,12
"ST200856","A",4,2020-08-10,NA,NA,NA,NA,NA,5,5,NA,NA,14
"ST200857","A",4,2020-08-10,4,NA,NA,NA,NA,6,8,NA,NA,9
"ST200858","A",4,2020-08-10,3,1,NA,NA,NA,4,9,NA,NA,9
"ST200859","A",4,2020-08-10,NA,2,NA,NA,NA,2,10,NA,NA,9
"ST200860","A",4,2020-08-10,4,3,NA,NA,NA,6,11,NA,NA,19
"ST200856","B",4,2020-08-10,2,NA,NA,NA,NA,3,5,NA,NA,7
"ST200857","B",4,2020-08-10,1,1,NA,NA,NA,2,3,NA,NA,8
"ST200858","B",4,2020-08-10,NA,1,NA,NA,NA,1,7,3,NA,14
"ST200859","B",4,2020-08-10,1,3,NA,NA,NA,5,7,NA,NA,9
"ST200860","B",4,2020-08-10,2,3,NA,NA,NA,2,10,NA,NA,10
"ST200896","A",4,2020-08-17,NA,4,NA,NA,1,1,8,2,NA,4
"ST200897","A",4,2020-08-17,NA,6,3,NA,NA,1,5,1,NA,NA
"ST200898","A",4,2020-08-17,NA,2,NA,1,1,3,9,4,1,6
"ST200899","A",4,2020-08-17,NA,2,NA,NA,NA,3,10,8,NA,6
"ST200900","A",4,2020-08-17,1,NA,NA,NA,NA,NA,8,2,NA,4
"ST200896","B",4,2020-08-17,NA,2,NA,NA,2,NA,14,5,NA,7
"ST200897","B",4,2020-08-17,NA,23,NA,NA,NA,2,4,3,NA,2
"ST200898","B",4,2020-08-17,NA,2,NA,NA,1,5,8,7,NA,9
"ST200899","B",4,2020-08-17,1,1,1,NA,NA,4,14,4,NA,7
"ST200900","B",4,2020-08-17,2,2,1,NA,NA,2,8,8,NA,10
"ST200936","A",4,2020-08-24,NA,3,NA,NA,NA,NA,11,8,NA,5
"ST200937","A",4,2020-08-24,NA,2,NA,NA,NA,2,8,7,NA,8
"ST200938","A",4,2020-08-24,NA,NA,NA,NA,NA,NA,10,6,NA,1
"ST200939","A",4,2020-08-24,NA,5,1,NA,NA,NA,12,6,NA,11
"ST200940","A",4,2020-08-24,NA,1,NA,NA,NA,1,6,4,NA,8
"ST200936","B",4,2020-08-24,NA,1,NA,NA,NA,1,4,3,NA,NA
"ST200937","B",4,2020-08-24,NA,1,NA,NA,NA,1,19,8,NA,11
"ST200938","B",4,2020-08-24,NA,NA,NA,NA,NA,NA,12,7,NA,5
"ST200939","B",4,2020-08-24,NA,2,NA,NA,NA,NA,13,11,NA,4
"ST200940","B",4,2020-08-24,NA,NA,NA,NA,NA,1,11,9,NA,7
"ST200976","A",4,2020-08-31,1,1,NA,NA,NA,1,4,5,NA,2
"ST200977","A",4,2020-08-31,1,1,NA,NA,NA,1,6,5,NA,4
"ST200978","A",4,2020-08-31,1,1,NA,NA,NA,1,13,7,NA,7
"ST200979","A",4,2020-08-31,2,1,1,NA,1,NA,13,10,NA,7
"ST200980","A",4,2020-08-31,3,NA,NA,NA,NA,1,9,5,NA,8
"ST200976","B",4,2020-08-31,1,2,NA,NA,NA,1,4,6,NA,6
"ST200977","B",4,2020-08-31,3,2,1,NA,NA,NA,12,9,NA,12
"ST200978","B",4,2020-08-31,NA,NA,NA,NA,NA,NA,9,4,NA,4
"ST200979","B",4,2020-08-31,NA,4,1,NA,NA,3,5,8,NA,8
"ST200980","B",4,2020-08-31,1,4,NA,NA,NA,NA,7,6,1,8
"ST201016","A",4,2020-09-08,NA,NA,NA,NA,1,NA,7,12,NA,9
"ST201017","A",4,2020-09-08,NA,NA,NA,NA,NA,NA,9,5,NA,5
"ST201018","A",4,2020-09-08,NA,1,NA,NA,NA,NA,12,13,NA,13
"ST201019","A",4,2020-09-08,1,NA,1,NA,NA,NA,8,4,1,3
"ST201020","A",4,2020-09-08,1,NA,NA,NA,NA,1,4,7,NA,10
"ST201016","B",4,2020-09-08,NA,NA,NA,NA,1,NA,10,12,NA,12
"ST201017","B",4,2020-09-08,NA,1,NA,NA,NA,NA,5,9,NA,8
"ST201018","B",4,2020-09-08,1,NA,NA,NA,NA,NA,5,3,NA,5
"ST201019","B",4,2020-09-08,NA,1,NA,NA,NA,NA,7,8,NA,10
"ST201020","B",4,2020-09-08,1,2,NA,1,NA,1,9,12,1,4
"ST201056","A",4,2020-09-14,NA,NA,NA,NA,NA,NA,6,4,NA,1
"ST201057","A",4,2020-09-14,1,3,NA,NA,NA,NA,5,4,NA,2
"ST201058","A",4,2020-09-14,NA,2,NA,1,NA,NA,5,6,NA,4
"ST201059","A",4,2020-09-14,2,1,NA,NA,NA,NA,5,8,1,6
"ST201060","A",4,2020-09-14,NA,NA,NA,NA,1,NA,5,6,NA,2
"ST201056","B",4,2020-09-14,NA,1,NA,NA,NA,NA,8,8,NA,9
"ST201057","B",4,2020-09-14,1,NA,1,NA,NA,NA,10,4,NA,3
"ST201058","B",4,2020-09-14,NA,NA,NA,NA,NA,1,3,5,NA,NA
"ST201059","B",4,2020-09-14,1,NA,NA,NA,NA,NA,6,7,NA,2
"ST201060","B",4,2020-09-14,NA,NA,NA,NA,NA,NA,2,8,NA,2
"ST201096","A",4,2020-09-21,NA,2,NA,NA,NA,NA,4,2,1,1
"ST201097","A",4,2020-09-21,1,1,NA,NA,NA,1,6,2,NA,3
"ST201098","A",4,2020-09-21,4,NA,NA,NA,NA,NA,4,3,NA,3
"ST201099","A",4,2020-09-21,NA,1,NA,1,NA,NA,18,9,NA,7
"ST201100","A",4,2020-09-21,3,1,NA,NA,NA,NA,4,7,NA,9
"ST201096","B",4,2020-09-21,5,1,NA,NA,NA,NA,17,12,NA,3
"ST201097","B",4,2020-09-21,NA,NA,NA,NA,NA,NA,9,12,NA,5
"ST201098","B",4,2020-09-21,1,2,NA,NA,NA,NA,NA,6,NA,4
"ST201099","B",4,2020-09-21,NA,2,NA,1,NA,NA,9,10,NA,4
"ST201100","B",4,2020-09-21,1,NA,NA,NA,NA,NA,11,8,NA,3
"ST201136","A",4,2020-09-28,NA,NA,NA,NA,NA,1,4,9,NA,4
"ST201137","A",4,2020-09-28,NA,NA,NA,NA,NA,1,8,1,NA,5
"ST201138","A",4,2020-09-28,1,NA,1,NA,NA,NA,8,2,NA,9
"ST201139","A",4,2020-09-28,4,1,NA,NA,NA,NA,6,5,NA,9
"ST201140","A",4,2020-09-28,1,NA,1,NA,NA,NA,14,11,NA,11
"ST201136","B",4,2020-09-28,3,1,NA,NA,NA,1,9,6,NA,14
"ST201137","B",4,2020-09-28,3,NA,1,NA,NA,1,13,5,NA,10
"ST201138","B",4,2020-09-28,1,NA,NA,NA,NA,1,23,13,1,7
"ST201139","B",4,2020-09-28,2,NA,NA,1,NA,2,18,8,1,6
"ST201140","B",4,2020-09-28,1,2,1,NA,NA,NA,7,8,NA,9
"ST201176","A",4,2020-10-05,NA,NA,NA,NA,NA,NA,7,4,NA,2
"ST201177","A",4,2020-10-05,NA,NA,NA,NA,NA,NA,18,11,NA,6
"ST201178","A",4,2020-10-05,NA,NA,NA,NA,NA,NA,15,11,NA,5
"ST201179","A",4,2020-10-05,1,2,NA,NA,NA,NA,12,14,2,3
"ST201180","A",4,2020-10-05,3,NA,NA,NA,2,NA,2,7,NA,12
"ST201176","B",4,2020-10-05,NA,1,NA,NA,NA,NA,5,7,NA,6
"ST201177","B",4,2020-10-05,NA,1,NA,NA,NA,NA,7,5,NA,3
"ST201178","B",4,2020-10-05,NA,NA,NA,NA,NA,NA,2,9,NA,2
"ST201179","B",4,2020-10-05,NA,NA,NA,NA,NA,NA,9,9,NA,4
"ST201180","B",4,2020-10-05,1,NA,NA,NA,NA,NA,8,5,NA,7
"ST201216","A",4,2020-10-12,NA,NA,NA,NA,NA,NA,3,3,NA,5
"ST201217","A",4,2020-10-12,2,1,NA,NA,NA,NA,12,15,NA,7
"ST201218","A",4,2020-10-12,NA,NA,NA,NA,NA,NA,8,15,NA,4
"ST201219","A",4,2020-10-12,1,NA,NA,NA,NA,NA,3,6,NA,2
"ST201220","A",4,2020-10-12,NA,NA,NA,NA,NA,NA,3,8,NA,2
