Sample ID,Side/ Trap #,Watershed,Date,Dipteran_Large,Terrestrial_Large,Caddisfly_Large,Mayfly_Large,Stonefly_Large,Other_Large,Dipteran_Small,Terrestrial_Small,Caddisfly_Small,Other_Small,,month,day, year
,9,5,10/8/2018,,,,,,1,6,,,2,,10,8,2018
,10,5,10/8/2018,,,,,,,2,,,2,,10,8,2018
,1,5,10/15/2018,2,,,,,,17,,,2,,10,15,2018
,2,5,10/15/2018,1,,,,,,10,3,,2,,10,15,2018
,3,5,10/15/2018,3,,,,,,30,,,,,10,15,2018
,4,5,10/15/2018,,1,,,1,,107,1,,,,10,15,2018
,5,5,10/15/2018,,,,,,,13,1,,3,,10,15,2018
,6,5,10/15/2018,2,,,,,,9,2,,2,,10,15,2018
,7,5,10/15/2018,,,,,,,19,2,,,,10,15,2018
,8,5,10/15/2018,,,,,,,7,2,,3,,10,15,2018
,9,5,10/15/2018,,,,,,,6,2,,3,,10,15,2018
,10,5,10/15/2018,2,,,,,,22,1,,5,,10,15,2018
,1,5,10/22/2018,,,,,,,12,1,,,,10,22,2018
,2,5,10/22/2018,,,,,,,4,,,,,10,22,2018
,3,5,10/22/2018,,,,,,,6,1,,,,10,22,2018
,4,5,10/22/2018,,,,,,,5,,,,,10,22,2018
,5,5,10/22/2018,,1,,,,,39,,,1,,10,22,2018
,6,5,10/22/2018,,,,,,,95,2,,1,,10,22,2018
,7,5,10/22/2018,1,,,,,,11,,,2,,10,22,2018
,8,5,10/22/2018,1,,,,,,2,,,,,10,22,2018
,9,5,10/22/2018,2,,,,,,10,1,,,,10,22,2018
,10,5,10/22/2018,,,,,,,4,1,,,,10,22,2018
,1,5,10/29/2018,,,,,,,3,1,,,,10,29,2018
,2,5,10/29/2018,,,,,,,5,,,,,10,29,2018
,3,5,10/29/2018,,,,,,,3,,,,,10,29,2018
,4,5,10/29/2018,,,,,,,2,,,1,,10,29,2018
,5,5,10/29/2018,1,,,,,,6,,,,,10,29,2018
,6,5,10/29/2018,1,,,,,,,,,,,10,29,2018
,7,5,10/29/2018,,,,,,,,2,,,,10,29,2018
,8,5,10/29/2018,,,,,,,3,1,,,,10,29,2018
,9,5,10/29/2018,,,,,,,6,,,,,10,29,2018
,10,5,10/29/2018,1,,,,,,3,,,,,10,29,2018
,1,4,11/5/2018,,,,,,,8,,,,,11,5,2018
,2,4,11/5/2018,4,,,,,,6,1,,,,11,5,2018
,3,4,11/5/2018,1,,,,,,20,1,,,,11,5,2018
,4,4,11/5/2018,2,,,,,,11,,,,,11,5,2018
,5,4,11/5/2018,,,,,,,,1,,,,11,5,2018
,6,4,11/5/2018,,,,,,,18,1,,,,11,5,2018
,7,4,11/5/2018,,,,,,,8,,,,,11,5,2018
,8,4,11/5/2018,,,,,,,6,,,,,11,5,2018
,9,4,11/5/2018,1,,,,,,6,,,,,11,5,2018
,10,4,11/5/2018,,,,,,,10,,,,,11,5,2018
,1,4,11/12/2018,,,,,,,6,,,,,11,12,2018
,2,4,11/12/2018,1,,,,,,12,,,,,11,12,2018
,3,4,11/12/2018,,,,,,,9,,,,,11,12,2018
,4,4,11/12/2018,2,,,,,,10,,,,,11,12,2018
,5,4,11/12/2018,1,,,,,,38,,,,,11,12,2018
,6,4,11/12/2018,,,,,,1,18,,,,,11,12,2018
,7,4,11/12/2018,,,,,,1,5,,,,,11,12,2018
,8,4,11/12/2018,2,1,,,,,14,,,,,11,12,2018
,9,4,11/12/2018,,,,,,,12,,,,,11,12,2018
,10,4,11/12/2018,,,,,,,18,,,,,11,12,2018
ST191086,A,2,10/7/2019,1,,,,,,12,,,3,,10,7,2019
ST191086,B,2,10/7/2019,2,,,,,,16,,,9,,10,7,2019
ST191087,A,2,10/7/2019,,,,,,,5,,,1,,10,7,2019
ST191087,B,2,10/7/2019,2,,,,,,5,,,5,,10,7,2019
ST191088,A,2,10/7/2019,3,,,,,,8,,,,,10,7,2019
ST191088,B,2,10/7/2019,,,,,,,19,,,1,,10,7,2019
ST191089,A,2,10/7/2019,,,,,,,6,,,2,,10,7,2019
ST191089,B,2,10/7/2019,2,,,,,,14,,,,,10,7,2019
ST191090,A,2,10/7/2019,2,,,,,,7,,,2,,10,7,2019
ST191090,B,2,10/7/2019,,,,,,,10,,,3,,10,7,2019
,1,1,5/21/2018,,,,,,,,,,,,5,21,2018
,2,1,5/21/2018,,,,,,,,,,,,5,21,2018
,3,1,5/21/2018,1,,,,,,62,,,7,,5,21,2018
,4,1,5/21/2018,3,,,,,,37,1,,6,,5,21,2018
,5,1,5/21/2018,,,,,,,,,,,,5,21,2018
,6,1,5/21/2018,,,,,,,,,,,,5,21,2018
,7,1,5/21/2018,,,,,,,,,,,,5,21,2018
,8,1,5/21/2018,,,,,,,,,,,,5,21,2018
,9,1,5/21/2018,5,,,, ,,31,,,5,,5,21,2018
,10,1,5/21/2018,1,2,,,,1,37,,,,,5,21,2018
,1,4,7/2/2018,21,,2,,,7,28,4,,22,,7,2,2018
,2,4,7/2/2018,4,3,,,,5,7,2,,5,,7,2,2018
,3,4,7/2/2018,10,1,,,1,3,38,2,,16,,7,2,2018
,4,4,7/2/2018,2,,2,,2,,14,1,,9,,7,2,2018
,5,4,7/2/2018,9,,,,,3,27,2,,14,,7,2,2018
,6,4,7/2/2018,1,,,,2,4,11,1,,4,,7,2,2018
,7,4,7/2/2018,2,,,,,1,20,2,,18,,7,2,2018
,8,4,7/2/2018,5,3,,,,3,32,1,,28,,7,2,2018
,9,4,7/2/2018,1,,3,,,7,15,,,28,,7,2,2018
,10,4,7/2/2018,4,1,,,,,37,3,,29,,7,2,2018
,1,4,7/9/2018,2,5,4,,1,4,15,1,,18,,7,9,2018
,2,4,7/9/2018,5,2,3,,2,7,40,,,35,,7,9,2018
,3,4,7/9/2018,8,1,,,,3,10,7,,16,,7,9,2018
,4,4,7/9/2018,3,8,1,,1,2,40,4,,36,,7,9,2018
,5,4,7/9/2018,4,,,,,1,31,2,1,35,,7,9,2018
,6,4,7/9/2018,,,3,,1,3,18,2,,11,,7,9,2018
,7,4,7/9/2018,3,2,1,,1,4,49,4,,23,,7,9,2018
,8,4,7/9/2018,2,3,,,1,1,19,1,,11,,7,9,2018
,9,4,7/9/2018,5,,,,2,5,26,2,,28,,7,9,2018
,10,4,7/9/2018,,,1,,1,2,18,5,,7,,7,9,2018
,1,4,7/16/2018,12,6,3,,,3,28,7,,19,,7,16,2018
,2,4,7/16/2018,4,3,2,,,3,12,4,,12,,7,16,2018
,3,4,7/16/2018,4,1,1,,,7,43,1,,25,,7,16,2018
,4,4,7/16/2018,2,,2,,,3,12,1,,16,,7,16,2018
,5,4,7/16/2018,2,2,,,,9,34,4,,15,,7,16,2018
,6,4,7/16/2018,6,1,,,,2,58,,,25,,7,16,2018
,7,4,7/16/2018,,,1,,,1,19,1,,19,,7,16,2018
,8,4,7/16/2018,,1,1,,,3,29,1,,24,,7,16,2018
,9,4,7/16/2018,3,2,3,,2,1,53,4,,36,,7,16,2018
,10,4,7/16/2018,2,2,1,,,1,21,3,,16,,7,16,2018
ST191126,A,2,10/15/2019,,1,,,,3,15,,,14,,10,15,2019
ST191126,B,2,10/15/2019,6,1,,,,,8,,,17,,10,15,2019
ST191127,A,2,10/15/2019,3,,,,,2,18,,,10,,10,15,2019
ST191127,B,2,10/15/2019,1,1,,,,,17,,,11,,10,15,2019
ST191128,A,2,10/15/2019,1,,,,,,10,,,8,,10,15,2019
ST191128,B,2,10/15/2019,,,,,,1,2,,,7,,10,15,2019
ST191129,A,2,10/15/2019,24,,,,,,7,,,4,,10,15,2019
ST191129,B,2,10/15/2019,3,2,,,,,10,,,5,,10,15,2019
ST191130,A,2,10/15/2019,6,1,,,,,8,,,10,,10,15,2019
ST191130,B,2,10/15/2019,4,2,,,,,4,,,16,,10,15,2019
,1,4,7/23/2018,5,2,,,,2,25,,,14,,7,23,2018
,2,4,7/23/2018,3,1,1,,1,8,19,6,,2,,7,23,2018
,3,4,7/23/2018,4,3,4,,,3,22,3,,14,,7,23,2018
,4,4,7/23/2018,5,1,1,,,2,10,1,,2,,7,23,2018
,5,4,7/23/2018,,4,,,,,6,,,11,,7,23,2018
,6,4,7/23/2018,,,,,,,,,,6,,7,23,2018
,7,4,7/23/2018,1,1,1,,2,4,24,1,,19,,7,23,2018
,8,4,7/23/2018,4,4,1,,3,6,11,2,,15,,7,23,2018
,9,4,7/23/2018,9,3,,,,4,23,,,17,,7,23,2018
,10,4,7/23/2018,5,3,1,,1,3,29,1,,25,,7,23,2018
,1,4,7/30/2018,,,1,,2,1,14,2,,1,,7,30,2018
,2,4,7/30/2018,2,,,,1,1,16,,,6,,7,30,2018
,3,4,7/30/2018,3,,,,,1,11,2,,2,,7,30,2018
,4,4,7/30/2018,3,3,,,,2,13,,,3,,7,30,2018
,5,4,7/30/2018,3,,,,,1,18,,,1,,7,30,2018
,6,4,7/30/2018,1,,,,,,2,,,1,,7,30,2018
,7,4,7/30/2018,1,,,,1,1,6,,,4,,7,30,2018
,8,4,7/30/2018,2,,,,1,2,5,,1,1,,7,30,2018
,9,4,7/30/2018,1,1,,,1,,11,,,1,,7,30,2018
,10,4,7/30/2018,2,,2,,,1,9,,,1,,7,30,2018
ST190016,A,4,3/25/2019,1,,,,,,,,,,,3,25,2019
ST190016,B,4,3/25/2019,,,,,,,,,,,,3,25,2019
ST190926,1,2,9/9/2019,,,,,,,18,,,2,,9,9,2019
ST190926,2,2,9/9/2019,,,,,,,14,,,1,,9,9,2019
ST190927,3,2,9/9/2019,1,,,,1,,8,,,2,,9,9,2019
ST190927,4,2,9/9/2019,,1,,,,,8,,,,,9,9,2019
ST190928,5,2,9/9/2019,,,,,,1,7,1,,2,,9,9,2019
ST190928,6,2,9/9/2019,,1,,,,1,17,,,4,,9,9,2019
ST190929,7,2,9/9/2019,,1,,,,,10,,,4,,9,9,2019
ST190929,8,2,9/9/2019,1,,,,,,7,,,2,,9,9,2019
ST190930,9,2,9/9/2019,,,,,,,6,,,3,,9,9,2019
ST190939,10,2,9/9/2019,,1,,,,,10,,,3,,9,9,2019
ST191006,1,2,9/23/2019,1,,,,,,9,,,4,,9,23,2019
ST191006,2,2,9/23/2019,,3,,,,1,9,,,4,,9,23,2019
ST191007,3,2,9/23/2019,,2,,,,,2,,,2,,9,23,2019
ST191007,4,2,9/23/2019,1,1,,,,,10,1,,3,,9,23,2019
ST191008,5,2,9/23/2019,,,,,,1,7,,,3,,9,23,2019
ST191008,6,2,9/23/2019,,,,,,,4,,,2,,9,23,2019
ST191009,7,2,9/23/2019,,2,,,,1,16,,,1,,9,23,2019
ST191009,8,2,9/23/2019,,2,,,,,9,,,7,,9,23,2019
ST191010,9,2,9/23/2019,,2,,,,1,10,,,1,,9,23,2019
ST191010,10,2,9/23/2019,,2,,,,,8,,,7,,9,23,2019
ST191336,A,4,11/18/2019,1,,,,,,,,,,,11,18,2019
ST191336,B,4,11/18/2019,,,,,,,,,,,,11,18,2019
ST191298,A,4,11/11/2019,4,,,,,,,3,,,,11,11,2019
ST191298,B,4,11/11/2019,2,,,,,,1,,,,,11,11,2019
ST191296,A,4,11/11/2019,3,,,,1,,,,,,,11,11,2019
ST191296,B,4,11/11/2019,2,,,,,,1,,,1,,11,11,2019
ST191300,A,4,11/11/2019,6,1,,,,,2,,,,,11,11,2019
ST191300,B,4,11/11/2019,,,,,,,,,,,,11,11,2019
ST191297,A,4,11/11/2019,6,,,,,,1,,,,,11,11,2019
ST191297,B,4,11/11/2019,1,,,,,,2,1,,,,11,11,2019
ST191299,A,4,11/11/2019,8,,,,,,5,,,,,11,11,2019
ST191299,B,4,11/11/2019,4,,,,,,1,,,,,11,11,2019
,A,4,4/8/2019,2,,,,,,,,,,,4,8,2019
,B,4,4/8/2019,2,,,,,,,,,,,4,8,2019
ST190096,A,4,4/15/2019,1,,,,,,,,,,,4,15,2019
ST190096,B,4,4/15/2019,,,,,,,,,,,,4,15,2019
ST190176,A,4,4/29/2019,5,1,,,,,3,,,3,,4,29,2019
ST190176,B,4,4/29/2019,1,,,,,,1,,,5,,4,29,2019
ST190177,A,4,4/29/2019,15,,,,,,8,,,,,4,29,2019
ST190177,B,4,4/29/2019,4,,,,,,3,,,,,4,29,2019
ST190178,A,4,4/29/2019,9,,,,,,1,1,,1,,4,29,2019
ST190178,B,4,4/29/2019,7,1,,,,,8,,,1,,4,29,2019
ST190179,A,4,4/29/2019,11,,,,,,3,,,,,4,29,2019
ST190179,B,4,4/29/2019,20,1,,,,,10,1,,1,,4,29,2019
ST190180,A,4,4/29/2019,4,,,,,,7,,,4,,4,29,2019
ST190180,B,4,4/29/2019,6,1,,,,2,2,,,,,4,29,2019
,1,4,5/14/2018,3,,,,,,35,4,,12,,5,14,2018
,2,4,5/14/2018,6,,,,,1,87,8,,7,,5,14,2018
,3,4,5/14/2018,16,1,,,1,1,106,2,,13,,5,14,2018
,4,4,5/14/2018,1,,,,,,43,,,8,,5,14,2018
,5,4,5/14/2018,2,1,,,,,6,1,,1,,5,14,2018
,6,4,5/14/2018,4,1,,,,3,53,1,,3,,5,14,2018
,7,4,5/14/2018,1,,,,,,14,,,,,5,14,2018
,8,4,5/14/2018,5,2,,,1,2,30,2,,8,,5,14,2018
,9,4,5/14/2018,4,2,,,,2,60,5,,19,,5,14,2018
,10,4,5/14/2018,3,2,5,,1,3,40,,,9,,5,14,2018
,1,4,5/21/2018,4,,,,,3,18,1,,,,5,21,2018
,2,4,5/21/2018,2,3,,,,4,30,,,8,,5,21,2018
,3,4,5/21/2018,10,6,,,,4,71,4,,13,,5,21,2018
,4,4,5/21/2018,5,6,,,1,2,52,3,,4,,5,21,2018
,5,4,5/21/2018,1,,,,,2,30,1,,,,5,21,2018
,6,4,5/21/2018,11,1,,,,3,74,1,,5,,5,21,2018
,7,4,5/21/2018,1,6,,,,2,37,,,4,,5,21,2018
,8,4,5/21/2018,3,5,,,,1,31,1,,3,,5,21,2018
,9,4,5/21/2018,6,13,,,,,35,4,,8,,5,21,2018
,10,4,5/21/2018,7,13,,,,5,50,1,,13,,5,21,2018
ST191166,A,2,10/21/2019,4,,,,,1,9,,,6,,10,21,2019
ST191166,B,2,10/21/2019,8,,,,1,,8,,,6,,10,21,2019
ST191167,A,2,10/21/2019,10,,,,,1,11,,,8,,10,21,2019
ST191167,B,2,10/21/2019,19,,,,,,6,,,3,,10,21,2019
ST191168,A,2,10/21/2019,56,,,,,,12,,,3,,10,21,2019
ST191168,B,2,10/21/2019,32,,,,,,14,,,5,,10,21,2019
ST191169,A,2,10/21/2019,1,,,,,,4,,,3,,10,21,2019
ST191169,B,2,10/21/2019,5,1,,,1,,10,,,3,,10,21,2019
ST191170,A,2,10/21/2019,9,,,,,,6,,,6,,10,21,2019
ST191170,B,2,10/21/2019,3,,,,,,6,,,2,,10,21,2019
ST191206,A,2,10/28/2019,60,,,,,,23,,,19,,10,28,2019
ST191206,B,2,10/28/2019,52,,,,,,16,,,9,,10,28,2019
ST191207,A,2,10/28/2019,10,,,,,1,8,,,3,,10,28,2019
ST191207,B,2,10/28/2019,15,1,,,,,9,,,5,,10,28,2019
ST191208,A,2,10/28/2019,8,,,,,,10,,,17,,10,28,2019
ST191208,B,2,10/28/2019,11,,,,,,11,,,5,,10,28,2019
ST191209,A,2,10/28/2019,16,1,,,,1,13,,,8,,10,28,2019
ST191209,B,2,10/28/2019,12,,,,,1,8,,,6,,10,28,2019
ST191210,A,2,10/28/2019,13,,,,1,,10,,,6,,10,28,2019
ST191210,B,2,10/28/2019,13,,,,,1,5,,,6,,10,28,2019
ST191246,A,2,11/4/2019,,,,,,,2,,,1,,11,4,2019
ST191246,B,2,11/4/2019,1,,,,,,1,,,,,11,4,2019
ST191247,A,2,11/4/2019,10,,,,,1,5,,,4,,11,4,2019
ST191247,B,2,11/4/2019,51,,,,,,13,,,3,,11,4,2019
ST191248,A,2,11/4/2019,3,,,,,,4,,,2,,11,4,2019
ST191248,B,2,11/4/2019,4,,,,1,,3,,,5,,11,4,2019
ST191249,A,2,11/4/2019,4,,,,,1,4,,,4,,11,4,2019
ST191249,B,2,11/4/2019,1,,,,,1,8,,,4,,11,4,2019
ST191250,A,2,11/4/2019,14,,,,,1,9,,,5,,11,4,2019
ST191250,B,2,11/4/2019,24,,,,,,4,,,3,,11,4,2019
ST191046,1,2,9/30/2019,,,,,,,22,1,,1,,9,30,2019
ST191046,2,2,9/30/2019,,2,,,,1,12,2,,6,,9,30,2019
ST191047,3,2,9/30/2019,1,,1,,,,4,,,2,,9,30,2019
ST191047,4,2,9/30/2019,,,,,,,15,1,,4,,9,30,2019
ST191048,5,2,9/30/2019,1,1,,,,1,12,,,2,,9,30,2019
ST191048,6,2,9/30/2019,,,,,,1,9,2,,5,,9,30,2019
ST191049,7,2,9/30/2019,,,,,,,11,,,3,,9,30,2019
ST191049,8,2,9/30/2019,,,,,,,5,2,,2,,9,30,2019
ST191050,9,2,9/30/2019,,,,,,1,9,,,2,,9,30,2019
ST191050,10,2,9/30/2019,,,1,,,1,8,1,,2,,9,30,2019
ST190889,1,2,9/3/2019,5,2,,,,,18,,,,,9,3,2019
ST190889,2,2,9/3/2019,9,2,,,1,,11,,,,,9,3,2019
ST190890,3,2,9/3/2019,6,1,3,,,,2,,,,,9,3,2019
ST190890,4,2,9/3/2019,11,1,,,3,,4,,,,,9,3,2019
ST190888,5,2,9/3/2019,9,1,,,1,,12,,,,,9,3,2019
ST190888,6,2,9/3/2019,9,1,,,,1,9,,,,,9,3,2019
ST190887,7,2,9/3/2019,12,3,4,,,,12,,,,,9,3,2019
ST980887,8,2,9/3/2019,5,,1,,,,9,,,,,9,3,2019
ST190886,9,2,9/3/2019,1,2,,,,,13,,,,,9,3,2019
ST190886,10,2,9/3/2019,5,2,2,,,,16,1,,,,9,3,2019
ST190966,1,2,9/16/2019,,1,,,,1,9,,,5,,9,16,2019
ST190966,2,2,9/16/2019,,1,,,,1,12,,,5,,9,16,2019
ST190967,3,2,9/16/2019,1,2,,,,,3,2,,,,9,16,2019
ST190967,4,2,9/16/2019,1,,1,,1,1,9,,,4,,9,16,2019
ST190968,5,2,9/16/2019,1, ,,,,,6,2,,5,,9,16,2019
ST190968,6,2,9/16/2019,,,,,,,12,2,,6,,9,16,2019
ST190969,7,2,9/16/2019,,1,1,,,,20,,,7,,9,16,2019
ST190969,8,2,9/16/2019,,,,,,,19,,,7,,9,16,2019
ST190970,9,2,9/16/2019,,1,,,,,3,1,,3,,9,16,2019
ST190970,10,2,9/16/2019,1,,,,,,19,,,7,,9,16,2019
ST191291,1,3,11/11/2019,,,,,,,3,,,,,11,11,2019
ST191291,2,3,11/11/2019,0,0,0,0,0,0,0,0,0,0,,11,11,2019
ST191292,3,3,11/11/2019,1,,,,1,,8,,,,,11,11,2019
ST191292,4,3,11/11/2019,1,,,,,,11,,,,,11,11,2019
ST191293,5,3,11/11/2019,,,,,,,4,,,,,11,11,2019
ST191293,6,3,11/11/2019,0,0,0,0,0,0,0,0,0,0,,11,11,2019
ST191294,7,3,11/11/2019,1,,,,,,4,,,,,11,11,2019
ST191294,8,3,11/11/2019,,,,,,,1,,,,,11,11,2019
ST191295,9,3,11/11/2019,,,,,1,,6,,,,,11,11,2019
ST191295,10,3,11/11/2019,4,,,,,,20,,,,,11,11,2019
ST191211,A,3,10/28/2019,1,,,,,,17,2,,4,,10,28,2019
ST191211,B,3,10/28/2019,4,,,,,,18,1,,5,,10,28,2019
ST191212,A,3,10/28/2019,2,,,,,,23,2,,9,,10,28,2019
ST191212,B,3,10/28/2019,1,,,,,,12,1,,3,,10,28,2019
ST191213,A,3,10/28/2019,2,1,,,,1,61,,,11,,10,28,2019
ST191213,B,3,10/28/2019,2,,,,,2,29,,,8,,10,28,2019
ST191214,A,3,10/28/2019,19,,,,1,2,18,,,7,,10,28,2019
ST191214,B,3,10/28/2019,4,,1,,,,55,2,,23,,10,28,2019
ST191215,A,3,10/28/2019,3,,,,,,28,,,12,,10,28,2019
ST191215,B,3,10/28/2019,6,,,,,,23,,,4,,10,28,2019
,1,4,5/29/2018,2,8,,,1,2,39,2,,6,,5,29,2018
,2,4,5/29/2018,4,1,2,,2,3,70,16,,3,,5,29,2018
,3,4,5/29/2018,4,1,,,,2,41,,,8,,5,29,2018
,4,4,5/29/2018,4,2,2,,,4,83,1,,18,,5,29,2018
,5,4,5/29/2018,1,7,,,1,8,48,8,,14,,5,29,2018
,6,4,5/29/2018,7,6,,,1,7,30,13,,18,,5,29,2018
,7,4,5/29/2018,4,2,,,,3,28,1,,7,,5,29,2018
,8,4,5/29/2018,11,2,,,,2,46,1,,10,,5,29,2018
,9,4,5/29/2018,3,2,,,1,3,31,,,22,,5,29,2018
,10,4,5/29/2018,8,,,,1,,30,2,,15,,5,29,2018
ST191251,A,3,11/4/2019,1,,,,,,15,,,3,,11,4,2019
ST191251,B,3,11/4/2019,,,,,,,12,,,3,,11,4,2019
ST191252,A,3,11/4/2019,1,,,,,,6,,,2,,11,4,2019
ST191252,B,3,11/4/2019,1,,,,,,31,,,5,,11,4,2019
ST191253,A,3,11/4/2019,2,,,,1,1,16,,,7,,11,4,2019
ST191253,B,3,11/4/2019,1,,,,1,,46,,,6,,11,4,2019
ST191254,A,3,11/4/2019,,,,,,,29,,,5,,11,4,2019
ST191254,B,3,11/4/2019,2,,,,2,,6,,,3,,11,4,2019
ST191255,A,3,11/4/2019,1,,,,,1,20,,,9,,11,4,2019
ST191255,B,3,11/4/2019,1,,,,,,13,,,6,,11,4,2019
ST191091,A,3,10/7/2019,3,2,,,,1,18,,,6,,10,7,2019
ST191091,B,3,10/7/2019,6,1,,,,,16,,,5,,10,7,2019
ST191092,A,3,10/7/2019,5,,,,,,24,,,3,,10,7,2019
ST191092,B,3,10/7/2019,,,,,,,10,,,2,,10,7,2019
ST191093,A,3,10/7/2019,4,,,,,,32,1,,1,,10,7,2019
ST191093,B,3,10/7/2019,1,,,,,1,27,,,,,10,7,2019
ST191094,A,3,10/7/2019,1,1,1,,,,12,,,2,,10,7,2019
ST191094,B,3,10/7/2019,3,1,,,,,24,,,2,,10,7,2019
ST191095,A,3,10/7/2019,,,,,,,35,,,4,,10,7,2019
ST191095,B,3,10/7/2019,9,,,,,,19,,,6,,10,7,2019
ST191131,A,3,10/15/2019,,,,,,2,12,1,,9,,10,15,2019
ST191131,B,3,10/15/2019,,,,,1,1,31,2,,7,,10,15,2019
ST191132,A,3,10/15/2019,,1,,,,2,21,2,,8,,10,15,2019
ST191132,B,3,10/15/2019,2,1,1,,1,,29,3,,10,,10,15,2019
ST191133,A,3,10/15/2019,,1,,,,6,36,,,10,,10,15,2019
ST191133,B,3,10/15/2019,1,1,,,,7,15,,,2,,10,15,2019
ST191134,A,3,10/15/2019,1,2,,,,4,27,2,,13,,10,15,2019
ST191134,B,3,10/15/2019,2,,,,,1,21,1,,7,,10,15,2019
ST191135,A,3,10/15/2019,,,,,,1,14,1,,8,,10,15,2019
ST191135,B,3,10/15/2019,13,1,,,,,30,1,,6,,10,15,2019
ST191171,A,3,10/21/2019,4,,,,,,13,,,3,,10,21,2019
ST191171,B,3,10/21/2019,20,,,,,1,8,,,3,,10,21,2019
ST191172,A,3,10/21/2019,7,,,,,,31,,,5,,10,21,2019
ST191172,B,3,10/21/2019,27,,,,,1,10,,,3,,10,21,2019
ST191173,A,3,10/21/2019,3,,,,,,10,,,2,,10,21,2019
ST191173,B,3,10/21/2019,1,,,,,,7,,,3,,10,21,2019
ST191174,A,3,10/21/2019,1,,,,,1,15,1,,2,,10,21,2019
ST191174,B,3,10/21/2019,10,,,,,,8,1,,2,,10,21,2019
ST191175,A,3,10/21/2019,2,,,,,,12,,,2,,10,21,2019
ST191175,B,3,10/21/2019,4,,,,1,,35,1,,3,,10,21,2019
ST191216,A,4,10/28/2019,1,,,,,,16,,,,,10,28,2019
ST191216,B,4,10/28/2019,6,,,,,,28,,,2,,10,28,2019
ST191217,A,4,10/28/2019,7,1,,,,,25,,,10,,10,28,2019
ST191217,B,4,10/28/2019,1,,,,,,16,,,2,,10,28,2019
ST191218,A,4,10/28/2019,3,,,,,,11,,,,,10,28,2019
ST191218,B,4,10/28/2019,6,,,,,,12,1,,8,,10,28,2019
ST191219,A,4,10/28/2019,3,1,,,,,14,2,,6,,10,28,2019
ST191219,B,4,10/28/2019,1,,,,,,7,2,,1,,10,28,2019
ST191220,A,4,10/28/2019,1,,,,,1,21,1,,6,,10,28,2019
ST191220,B,4,10/28/2019,6,,,,,,9,1,,1,,10,28,2019
ST191259,A,4,11/4/2019,4,,,,,,23,,,4,,11,4,2019
ST191259,B,4,11/4/2019,1,,,,,,14,,,10,,11,4,2019
ST191260,A,4,11/4/2019,1,,1,,,,18,2,,9,,11,4,2019
ST191260,B,4,11/4/2019,,3,,,,,19,,,2,,11,4,2019
ST191257,A,4,11/4/2019,1,,,,,,9,,,3,,11,4,2019
ST191257,B,4,11/4/2019,4,,,,,,31,2,,8,,11,4,2019
ST191258,A,4,11/4/2019,,,,,,1,12,,,3,,11,4,2019
ST191258,B,4,11/4/2019,2,,,,,,21,,,6,,11,4,2019
ST191256,A,4,11/4/2019,4,,,,1,,21,,,3,,11,4,2019
ST191256,B,4,11/4/2019,19,,,,,,117,6,,5,,11,4,2019
ST190658,A,4,7/22/2019,2,,,,2,5,22,4,1,21,,7,22,2019
ST190658,B,4,7/22/2019,1,1,1,,2,2,18,4,,7,,7,22,2019
ST190659,A,4,7/22/2019,3,3,,,,1,13,3,1,8,,7,22,2019
ST190659,B,4,7/22/2019,,3,,,1,1,33,13,,21,,7,22,2019
ST190660,A,4,7/22/2019,3,,,,1,1,20,4,,10,,7,22,2019
ST190660,B,4,7/22/2019,,,1,,,,12,2,,1,,7,22,2019
ST190696,A,4,7/29/2019,1,,1,,,,14,,,3,,7,29,2019
ST190696,B,4,7/29/2019,4,,,,,1,13,,,6,,7,29,2019
ST190697,A,4,7/29/2019,5,,1,,,6,23,2,,8,,7,29,2019
ST190697,B,4,7/29/2019,1,1,,,1,,15,2,,4,,7,29,2019
ST190698,A,4,7/29/2019,5,,1,,1,,25,,,8,,7,29,2019
ST190698,B,4,7/29/2019,1,,,,1,4,8,,,2,,7,29,2019
ST190699,A,4,7/29/2019,4,,,,,1,6,2,,1,,7,29,2019
ST190699,B,4,7/29/2019,3,1,2,,2,,25,5,,5,,7,29,2019
ST190700,A,4,7/29/2019,4,1,,,1,,10,,,5,,7,29,2019
ST190700,B,4,7/29/2019,2,,,,,,14,4,,4,,7,29,2019
ST191286,A,2,11/11/2019,1,1,,,,,3,,,,,11,11,2019
ST191286,B,2,11/11/2019,2,,,,,,,,,1,,11,11,2019
ST191287,A,2,11/11/2019,1,1,,,,,2,,,,,11,11,2019
ST191287,B,2,11/11/2019,,,,,,,6,,,,,11,11,2019
ST191288,A,2,11/11/2019,1,,,,,,4,,,2,,11,11,2019
ST191288,B,2,11/11/2019,,,,,,,6,,,1,,11,11,2019
ST191289,A,2,11/11/2019,,,,,,,3,,,,,11,11,2019
ST191289,B,2,11/11/2019,1,,,,,,4,,,,,11,11,2019
ST191290,A,2,11/11/2019,3,,,,,,3,,,,,11,11,2019
ST191290,B,2,11/11/2019,3,,,,,,4,,,,,11,11,2019
ST191326,A,2,11/18/2019,1,,,,,,1,,,,,11,18,2019
ST191326,B,2,11/18/2019,,,,,,,,,,,,11,18,2019
ST191366,A,2,11/25/2019,1,,,,,,1,,,,,11,25,2019
ST191366,B,2,11/25/2019,,,,,,,,,,,,11,25,2019
ST191406,A,2,12/3/2019,1,,,,,,,,,,,12,3,2019
ST191406,B,2,12/3/2019,2,,,,,,,,,,,12,3,2019
ST190901,A,5,9/3/2019,1,,,,1,,9,6,,1,,9,3,2019
