side_or_trapnum,watershed,date,dipteran_large,terrestrial_large,caddisfly_large,mayfly_large,stonefly_large,other_large,dipteran_small,terrestrial_small,caddisfly_small,other_small
B,2,2020-05-26,1,NA,NA,NA,NA,3,65,12,NA,48
B,2,2020-06-01,NA,NA,NA,NA,1,5,48,4,NA,18
B,2,2020-06-01,NA,NA,NA,NA,2,3,49,NA,NA,32
B,2,2020-06-01,1,NA,NA,NA,2,1,64,1,NA,17
B,2,2020-06-01,NA,NA,NA,NA,1,NA,68,NA,NA,23
B,2,2020-06-01,NA,3,NA,NA,2,1,44,4,NA,27
B,2,2020-06-08,NA,2,NA,NA,1,NA,54,9,NA,14
B,2,2020-06-08,1,4,NA,NA,1,3,32,5,NA,26
B,2,2020-06-08,NA,NA,NA,NA,1,NA,5,3,NA,3
B,2,2020-06-08,2,1,NA,NA,NA,4,59,7,NA,26
B,2,2020-06-08,NA,NA,NA,NA,NA,NA,37,NA,NA,15
B,2,2020-06-15,3,1,NA,NA,1,NA,43,7,NA,9
B,2,2020-06-15,2,NA,NA,NA,1,NA,26,NA,NA,11
B,2,2020-06-15,3,NA,NA,NA,2,2,25,7,NA,13
B,2,2020-06-15,1,1,NA,NA,NA,4,28,5,NA,9
B,2,2020-06-15,4,1,1,NA,2,1,20,4,NA,11
B,2,2020-06-22,2,1,NA,NA,2,12,79,14,NA,63
B,2,2020-06-22,3,NA,NA,NA,NA,8,25,3,NA,17
B,2,2020-06-22,6,6,4,NA,NA,5,21,13,NA,15
B,2,2020-06-22,5,2,1,NA,NA,9,17,34,NA,12
B,2,2020-06-22,2,5,2,NA,2,10,18,10,NA,20
B,2,2020-06-29,1,5,0,0,0,3,30,6,0,15
B,2,2020-06-29,0,1,0,0,0,7,54,0,0,43
B,2,2020-06-29,2,6,1,0,0,6,16,4,0,7
B,2,2020-06-29,5,5,1,0,0,6,29,10,0,21
B,2,2020-06-29,1,6,1,0,0,3,27,2,0,13
B,2,2020-07-06,2,NA,NA,NA,1,2,5,5,NA,5
B,2,2020-07-06,NA,3,NA,NA,NA,1,3,2,NA,2
B,2,2020-07-06,3,NA,NA,NA,NA,NA,8,2,NA,4
B,2,2020-07-06,12,1,1,NA,NA,2,6,15,NA,13
B,2,2020-07-06,NA,NA,NA,NA,NA,1,15,6,NA,9
B,2,2020-07-13,1,1,NA,NA,NA,2,8,2,NA,5
B,2,2020-07-20,3,1,0,0,0,1,7,3,0,10
B,2,2020-07-20,1,1,0,0,0,1,21,2,0,7
B,2,2020-07-20,5,2,0,0,0,5,32,7,0,5
B,2,2020-07-20,4,4,1,0,0,3,45,3,0,6
B,2,2020-07-20,10,1,0,0,0,7,26,0,0,8
B,2,2020-07-27,7,NA,1,NA,NA,6,25,6,NA,23
B,2,2020-07-27,NA,NA,NA,NA,NA,2,13,NA,NA,15
B,2,2020-07-27,3,NA,NA,NA,NA,6,26,NA,NA,20
B,2,2020-07-27,3,NA,NA,NA,NA,4,18,1,NA,10
B,2,2020-07-27,1,1,NA,NA,NA,NA,23,2,NA,9
B,2,2020-08-03,NA,NA,2,NA,NA,2,17,1,NA,4
B,2,2020-08-03,NA,NA,NA,NA,NA,8,29,2,NA,3
B,2,2020-08-03,3,NA,NA,NA,NA,4,44,7,NA,1
B,2,2020-08-03,NA,NA,NA,NA,NA,2,31,8,NA,5
B,2,2020-08-03,1,NA,NA,NA,NA,2,25,4,NA,3
B,2,2020-08-10,2,1,NA,NA,NA,2,17,2,NA,2
B,2,2020-08-10,NA,1,NA,NA,NA,1,17,6,NA,9
B,2,2020-08-10,1,NA,NA,NA,NA,4,28,6,NA,5
B,2,2020-08-10,NA,NA,NA,NA,NA,NA,5,5,NA,3
B,2,2020-08-10,NA,NA,NA,NA,NA,1,22,3,NA,6
B,2,2020-08-17,NA,NA,NA,NA,NA,NA,3,2,NA,3
B,2,2020-08-17,2,2,NA,NA,NA,6,16,3,NA,7
B,2,2020-08-17,NA,NA,NA,NA,NA,NA,7,2,NA,2
B,2,2020-08-17,1,NA,NA,NA,NA,4,28,2,NA,11
B,2,2020-08-17,NA,NA,NA,NA,NA,2,9,4,NA,2
B,2,2020-08-24,NA,NA,NA,NA,NA,3,23,2,NA,4
B,2,2020-08-24,NA,1,NA,NA,NA,NA,8,1,NA,2
B,2,2020-08-24,NA,NA,NA,NA,NA,2,14,NA,NA,1
B,2,2020-08-24,1,NA,NA,NA,NA,3,18,NA,NA,5
B,2,2020-08-24,NA,NA,NA,NA,NA,2,28,1,NA,3
B,2,2020-08-31,NA,2,NA,NA,NA,NA,17,3,NA,3
B,2,2020-08-31,NA,NA,NA,NA,NA,1,13,5,NA,1
B,2,2020-08-31,NA,NA,NA,NA,NA,2,7,8,NA,NA
B,2,2020-08-31,NA,1,NA,NA,NA,NA,27,7,NA,3
B,2,2020-08-31,NA,3,NA,NA,NA,NA,10,3,NA,1
B,2,2020-09-08,NA,NA,NA,NA,NA,1,23,4,1,2
B,2,2020-09-08,NA,NA,NA,NA,NA,1,14,6,NA,6
B,2,2020-09-08,1,NA,NA,NA,NA,2,14,4,NA,1
B,2,2020-09-08,NA,2,NA,NA,NA,NA,21,2,NA,1
B,2,2020-09-08,NA,NA,NA,NA,NA,NA,7,3,NA,4
B,2,2020-09-14,NA,NA,NA,NA,NA,1,6,4,NA,1
B,2,2020-09-14,NA,NA,NA,NA,NA,NA,3,2,NA,NA
B,2,2020-09-14,1,NA,NA,NA,NA,1,5,1,NA,4
B,2,2020-09-14,NA,NA,NA,NA,NA,1,6,2,NA,1
B,2,2020-09-14,2,NA,NA,NA,NA,NA,2,3,NA,1
B,2,2020-09-21,NA,NA,1,NA,NA,NA,4,NA,NA,NA
B,2,2020-09-21,NA,NA,NA,NA,NA,1,10,2,NA,1
B,2,2020-09-21,NA,NA,NA,NA,NA,NA,8,3,NA,NA
B,2,2020-09-21,NA,NA,NA,NA,NA,NA,11,1,NA,1
B,2,2020-09-21,NA,NA,NA,NA,NA,NA,13,2,NA,3
B,2,2020-09-28,3,NA,NA,NA,NA,NA,18,6,NA,4
B,2,2020-09-28,NA,NA,NA,NA,NA,NA,15,5,NA,1
B,2,2020-09-28,1,1,NA,NA,NA,NA,19,3,NA,5
B,2,2020-09-28,NA,NA,NA,NA,NA,NA,9,1,NA,6
B,2,2020-09-28,NA,NA,NA,NA,NA,NA,16,3,NA,NA
B,2,2020-10-05,NA,1,NA,NA,NA,NA,19,1,NA,6
B,2,2020-10-05,NA,NA,NA,NA,NA,NA,26,3,NA,2
B,2,2020-10-05,1,NA,NA,NA,NA,NA,17,4,NA,1
B,2,2020-10-05,NA,NA,NA,NA,NA,NA,13,3,NA,2
B,2,2020-10-05,2,NA,NA,NA,NA,NA,11,1,NA,NA
B,2,2020-10-12,1,NA,NA,NA,NA,NA,19,2,NA,1
B,2,2020-10-12,1,NA,NA,NA,NA,NA,21,NA,NA,2
B,2,2020-10-12,2,NA,NA,NA,NA,NA,10,2,NA,1
B,2,2020-10-12,3,NA,NA,NA,NA,NA,17,NA,NA,3
B,2,2020-10-12,2,NA,NA,NA,NA,NA,12,1,NA,1
B,2,2020-10-19,1,NA,NA,NA,NA,NA,7,1,NA,1
B,2,2020-10-19,2,NA,NA,NA,NA,1,5,2,NA,1
B,2,2020-10-19,2,NA,NA,NA,NA,1,10,1,NA,2
B,2,2020-10-19,3,1,NA,NA,NA,NA,14,3,NA,3
B,2,2020-10-19,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
B,2,2020-10-26,2,2,NA,NA,NA,1,14,2,NA,4
B,2,2020-10-26,2,NA,NA,NA,NA,NA,5,4,NA,4
B,2,2020-10-26,2,NA,NA,NA,NA,NA,7,5,NA,3
B,2,2020-10-26,5,1,NA,NA,NA,NA,14,NA,NA,4
B,2,2020-10-26,1,NA,NA,NA,NA,NA,20,2,NA,5
B,2,2020-11-02,2,NA,NA,NA,NA,NA,6,NA,NA,NA
B,2,2020-11-02,3,NA,NA,NA,NA,NA,3,NA,NA,NA
B,2,2020-11-02,5,1,NA,NA,NA,NA,16,NA,NA,NA
B,2,2020-11-02,1,NA,NA,NA,NA,NA,2,NA,NA,NA
B,2,2020-11-02,2,1,NA,NA,NA,NA,2,NA,NA,NA
B,2,2020-11-09,NA,NA,NA,NA,NA,NA,15,NA,NA,3
B,2,2020-11-16,1,NA,NA,NA,NA,NA,9,1,NA,NA
B,2,2020-11-22,2,NA,NA,NA,NA,NA,1,1,NA,NA
B,2,2020-11-30,2,NA,NA,NA,NA,NA,6,NA,NA,NA
B,2,2020-12-07,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
B,2,2020-12-14,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
1,3,2018-06-04,1,4,NA,NA,1,6,34,6,NA,22
1,3,2018-06-11,2,1,2,NA,NA,5,51,1,NA,7
1,3,2018-06-18,2,4,3,NA,4,2,55,4,NA,36
1,3,2018-06-25,2,2,1,NA,NA,1,44,6,NA,38
1,3,2019-11-11,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
10,3,2018-06-04,2,NA,NA,NA,NA,2,74,6,6,37
10,3,2018-06-11,NA,2,NA,NA,NA,4,44,5,NA,18
10,3,2018-06-18,3,8,NA,NA,NA,10,28,4,NA,44
10,3,2018-06-25,NA,2,NA,NA,2,3,15,NA,NA,18
10,3,2019-11-11,4,NA,NA,NA,NA,NA,20,NA,NA,NA
2,3,2018-06-04,4,3,NA,NA,1,5,35,11,NA,19
2,3,2018-06-11,NA,NA,NA,NA,1,4,60,4,NA,18
2,3,2018-06-18,4,NA,1,NA,1,4,63,5,NA,45
2,3,2018-06-25,1,NA,NA,NA,1,6,30,4,NA,14
2,3,2019-11-11,0,0,0,0,0,0,0,0,0,0
3,3,2018-06-04,NA,5,NA,NA,NA,10,40,14,NA,22
3,3,2018-06-11,NA,NA,NA,NA,2,4,48,5,NA,28
3,3,2018-06-18,1,1,NA,NA,2,5,53,5,NA,28
3,3,2018-06-25,NA,NA,NA,NA,2,4,37,2,NA,32
3,3,2019-11-11,1,NA,NA,NA,1,NA,8,NA,NA,NA
4,3,2018-06-04,NA,1,NA,NA,NA,2,28,4,NA,11
4,3,2018-06-11,2,NA,NA,NA,NA,NA,30,4,NA,13
4,3,2018-06-18,4,3,NA,NA,3,6,40,3,NA,48
4,3,2018-06-25,2,1,NA,NA,1,5,40,NA,NA,45
4,3,2019-11-11,1,NA,NA,NA,NA,NA,11,NA,NA,NA
5,3,2018-06-04,NA,1,NA,NA,NA,5,76,3,NA,57
5,3,2018-06-11,1,1,NA,NA,1,3,45,5,NA,15
5,3,2018-06-18,1,3,NA,NA,2,15,48,4,NA,52
5,3,2018-06-25,1,NA,NA,NA,NA,NA,20,4,NA,37
5,3,2019-11-11,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
6,3,2018-06-04,2,2,NA,NA,3,3,93,2,1,31
6,3,2018-06-11,NA,3,NA,NA,1,4,84,14,NA,12
6,3,2018-06-18,4,2,NA,NA,3,25,69,4,NA,67
6,3,2018-06-25,1,NA,NA,NA,NA,3,44,NA,NA,34
6,3,2019-11-11,0,0,0,0,0,0,0,0,0,0
7,3,2018-06-04,1,2,NA,NA,1,9,62,2,NA,16
7,3,2018-06-11,1,1,NA,NA,NA,3,60,9,NA,10
7,3,2018-06-18,NA,NA,NA,NA,NA,14,19,4,NA,30
7,3,2018-06-25,1,1,NA,NA,NA,7,12,3,NA,18
7,3,2019-11-11,1,NA,NA,NA,NA,NA,4,NA,NA,NA
8,3,2018-06-04,3,1,1,NA,NA,8,122,5,NA,19
8,3,2018-06-11,NA,NA,NA,NA,1,3,87,9,NA,16
8,3,2018-06-18,2,2,2,NA,NA,9,38,2,NA,39
8,3,2018-06-25,1,NA,NA,NA,3,2,35,1,NA,28
8,3,2019-11-11,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
9,3,2018-06-04,NA,NA,NA,NA,1,1,50,2,NA,11
9,3,2018-06-11,3,4,NA,NA,1,1,38,4,NA,18
9,3,2018-06-18,5,14,2,NA,NA,3,53,7,NA,47
9,3,2018-06-25,NA,1,NA,NA,1,1,35,1,NA,29
9,3,2019-11-11,NA,NA,NA,NA,1,NA,6,NA,NA,NA
A,3,2019-09-03,3,NA,2,NA,NA,1,11,NA,NA,6
A,3,2019-09-03,1,2,NA,NA,NA,NA,12,NA,NA,7
A,3,2019-09-03,3,1,1,NA,1,NA,21,NA,NA,8
A,3,2019-09-03,1,1,NA,NA,NA,NA,14,1,NA,1
A,3,2019-09-03,NA,NA,NA,NA,2,6,28,1,NA,5
A,3,2019-09-09,2,1,1,NA,NA,NA,15,NA,NA,2
A,3,2019-09-09,1,1,1,NA,NA,1,20,1,NA,1
A,3,2019-09-09,NA,NA,1,NA,NA,4,13,NA,NA,2
A,3,2019-09-09,NA,NA,NA,NA,NA,NA,31,NA,NA,4
A,3,2019-09-09,2,NA,NA,NA,NA,NA,16,NA,NA,1
A,3,2019-09-16,1,NA,NA,NA,NA,1,16,NA,NA,2
A,3,2019-09-16,2,NA,2,NA,NA,1,20,NA,NA,5
A,3,2019-09-16,1,NA,1,NA,1,NA,15,NA,NA,10
A,3,2019-09-16,NA,NA,NA,NA,1,NA,23,NA,NA,10
A,3,2019-09-16,NA,NA,1,NA,NA,3,15,3,NA,3
A,3,2019-09-23,NA,NA,1,NA,3,2,9,NA,NA,7
A,3,2019-09-23,NA,NA,NA,NA,2,2,24,3,NA,6
A,3,2019-09-23,NA,2,NA,NA,1,3,28,2,NA,7
A,3,2019-09-23,NA,1,NA,NA,6,1,41,3,NA,7
A,3,2019-09-23,1,NA,2,NA,1,1,13,1,NA,8
A,3,2019-09-30,8,NA,NA,NA,NA,1,23,NA,NA,3
A,3,2019-09-30,NA,NA,NA,NA,NA,NA,15,NA,NA,5
A,3,2019-09-30,1,NA,NA,NA,1,1,10,2,NA,5
A,3,2019-09-30,NA,NA,NA,NA,NA,NA,6,NA,NA,8
A,3,2019-09-30,NA,NA,NA,NA,NA,NA,31,NA,NA,6
A,3,2019-10-07,3,2,NA,NA,NA,1,18,NA,NA,6
A,3,2019-10-07,5,NA,NA,NA,NA,NA,24,NA,NA,3
A,3,2019-10-07,4,NA,NA,NA,NA,NA,32,1,NA,1
A,3,2019-10-07,1,1,1,NA,NA,NA,12,NA,NA,2
A,3,2019-10-07,NA,NA,NA,NA,NA,NA,35,NA,NA,4
A,3,2019-10-15,NA,NA,NA,NA,NA,2,12,1,NA,9
A,3,2019-10-15,NA,1,NA,NA,NA,2,21,2,NA,8
A,3,2019-10-15,NA,1,NA,NA,NA,6,36,NA,NA,10
A,3,2019-10-15,1,2,NA,NA,NA,4,27,2,NA,13
A,3,2019-10-15,NA,NA,NA,NA,NA,1,14,1,NA,8
A,3,2019-10-21,4,NA,NA,NA,NA,NA,13,NA,NA,3
A,3,2019-10-21,7,NA,NA,NA,NA,NA,31,NA,NA,5
A,3,2019-10-21,3,NA,NA,NA,NA,NA,10,NA,NA,2
A,3,2019-10-21,1,NA,NA,NA,NA,1,15,1,NA,2
A,3,2019-10-21,2,NA,NA,NA,NA,NA,12,NA,NA,2
A,3,2019-10-28,1,NA,NA,NA,NA,NA,17,2,NA,4
A,3,2019-10-28,2,NA,NA,NA,NA,NA,23,2,NA,9
A,3,2019-10-28,2,1,NA,NA,NA,1,61,NA,NA,11
A,3,2019-10-28,19,NA,NA,NA,1,2,18,NA,NA,7
A,3,2019-10-28,3,NA,NA,NA,NA,NA,28,NA,NA,12
A,3,2019-11-04,1,NA,NA,NA,NA,NA,15,NA,NA,3
A,3,2019-11-04,1,NA,NA,NA,NA,NA,6,NA,NA,2
A,3,2019-11-04,2,NA,NA,NA,1,1,16,NA,NA,7
A,3,2019-11-04,NA,NA,NA,NA,NA,NA,29,NA,NA,5
A,3,2019-11-04,1,NA,NA,NA,NA,1,20,NA,NA,9
A,3,2020-04-14,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
A,3,2020-04-14,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
A,3,2020-04-14,1,NA,NA,NA,NA,NA,6,NA,NA,NA
A,3,2020-04-14,1,1,NA,NA,NA,NA,NA,NA,NA,NA
A,3,2020-04-14,1,1,NA,NA,NA,NA,27,NA,NA,NA
A,3,2020-04-20,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
A,3,2020-04-20,3,NA,NA,NA,NA,NA,2,NA,NA,NA
A,3,2020-04-20,11,NA,NA,NA,NA,NA,24,NA,NA,NA
A,3,2020-04-20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
A,3,2020-04-28,4,NA,NA,NA,NA,NA,4,1,NA,NA
A,3,2020-04-28,3,2,NA,NA,NA,NA,2,NA,NA,1
A,3,2020-04-28,2,NA,NA,NA,NA,NA,2,NA,NA,NA
A,3,2020-04-28,5,1,NA,NA,NA,NA,8,NA,NA,NA
A,3,2020-04-28,3,1,NA,NA,NA,NA,10,NA,NA,NA
A,3,2020-05-04,3,1,NA,NA,1,3,25,2,NA,3
A,3,2020-05-04,3,1,NA,NA,NA,1,18,1,NA,2
A,3,2020-05-04,NA,NA,NA,NA,NA,1,22,NA,NA,4
A,3,2020-05-04,NA,NA,NA,NA,1,NA,18,1,NA,4
A,3,2020-05-04,1,NA,NA,NA,NA,NA,38,NA,NA,4
A,3,2020-05-12,1,NA,NA,NA,1,NA,21,1,NA,1
A,3,2020-05-12,NA,NA,NA,NA,NA,NA,14,1,NA,1
A,3,2020-05-12,NA,NA,NA,NA,NA,NA,31,NA,NA,1
A,3,2020-05-12,2,NA,NA,NA,NA,NA,16,NA,NA,NA
A,3,2020-05-12,NA,2,NA,NA,NA,1,3,NA,NA,NA
A,3,2020-05-18,NA,2,NA,NA,NA,1,44,NA,NA,13
A,3,2020-05-18,NA,NA,NA,NA,NA,NA,9,NA,NA,11
A,3,2020-05-18,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
A,3,2020-05-18,NA,NA,NA,NA,1,NA,71,1,NA,5
A,3,2020-05-18,1,NA,NA,NA,NA,1,157,NA,NA,24
A,3,2020-05-26,2,1,NA,NA,NA,1,48,5,NA,34
A,3,2020-05-26,1,NA,NA,NA,3,5,92,7,NA,3
A,3,2020-05-26,NA,NA,NA,NA,1,6,101,4,NA,18
A,3,2020-05-26,NA,NA,NA,NA,1,2,105,9,NA,45
A,3,2020-05-26,NA,NA,NA,NA,NA,6,84,4,NA,15
A,3,2020-06-15,6,2,NA,NA,1,5,78,12,NA,11
A,3,2020-06-15,7,2,NA,NA,3,2,41,4,NA,2
A,3,2020-06-15,9,11,NA,NA,1,3,38,15,NA,9
A,3,2020-06-15,9,7,1,NA,2,NA,63,5,NA,3
A,3,2020-06-15,11,3,1,NA,NA,4,58,4,NA,6
A,3,2020-06-22,12,29,6,NA,7,10,62,14,NA,9
A,3,2020-06-22,11,20,6,NA,6,15,59,6,NA,20
A,3,2020-06-22,10,11,NA,NA,7,8,56,21,NA,16
A,3,2020-06-22,6,13,2,NA,4,10,28,6,NA,16
A,3,2020-06-22,1,20,1,NA,NA,13,33,16,NA,8
A,3,2020-06-29,6,1,1,NA,2,1,27,3,NA,9
A,3,2020-06-29,4,10,1,1,2,3,20,7,NA,13
A,3,2020-06-29,1,1,NA,NA,3,5,19,1,NA,17
A,3,2020-06-29,5,6,2,NA,1,4,21,1,2,16
A,3,2020-06-29,7,5,NA,NA,3,2,25,6,1,6
A,3,2020-07-03,2,0,0,0,0,0,6,2,0,0
A,3,2020-07-03,3,0,1,0,0,2,6,0,0,3
A,3,2020-07-03,1,0,0,0,0,4,2,1,0,1
A,3,2020-07-03,3,8,0,0,0,2,8,4,0,9
A,3,2020-07-03,0,0,0,0,0,0,0,0,0,1
A,3,2020-07-06,5,3,NA,NA,2,1,13,1,2,5
A,3,2020-07-06,5,2,3,NA,NA,1,35,2,4,8
A,3,2020-07-06,8,1,1,NA,1,2,16,7,NA,7
A,3,2020-07-06,2,4,1,NA,3,2,17,6,NA,9
A,3,2020-07-06,4,NA,NA,NA,1,1,9,5,NA,10
A,3,2020-07-20,3,1,3,NA,NA,4,20,2,NA,7
A,3,2020-07-20,1,4,NA,NA,1,3,32,7,NA,8
A,3,2020-07-20,1,1,NA,NA,3,1,15,2,1,3
A,3,2020-07-20,3,1,2,NA,NA,3,15,NA,NA,9
A,3,2020-07-20,1,3,NA,NA,NA,3,28,4,NA,8
A,3,2020-07-27,2,2,1,NA,NA,4,58,1,NA,9
A,3,2020-07-27,3,2,NA,NA,NA,2,25,3,NA,10
A,3,2020-07-27,3,2,2,NA,NA,1,23,NA,NA,17
A,3,2020-07-27,1,NA,2,NA,3,4,14,2,NA,8
A,3,2020-07-27,NA,2,NA,NA,NA,3,22,8,NA,5
A,3,2020-08-03,2,4,0,0,1,1,32,1,0,12
A,3,2020-08-03,0,2,0,0,0,2,12,1,0,23
A,3,2020-08-03,0,1,1,0,0,3,27,0,0,10
A,3,2020-08-03,1,4,0,0,1,8,32,1,0,20
A,3,2020-08-03,1,4,0,0,1,1,29,1,0,18
A,3,2020-08-10,6,1,4,NA,NA,2,23,1,NA,29
A,3,2020-08-10,3,1,1,NA,2,NA,30,2,NA,23
A,3,2020-08-10,3,NA,NA,NA,NA,4,15,NA,NA,33
A,3,2020-08-10,3,4,NA,NA,1,2,39,7,NA,19
A,3,2020-08-10,3,1,3,NA,1,3,28,3,NA,13
A,3,2020-08-17,NA,1,NA,NA,NA,3,7,NA,NA,14
A,3,2020-08-17,NA,2,NA,NA,NA,2,15,NA,NA,15
A,3,2020-08-17,NA,3,NA,NA,4,4,7,NA,NA,7
A,3,2020-08-17,7,NA,NA,NA,NA,5,11,NA,NA,21
A,3,2020-08-17,NA,NA,NA,NA,1,1,10,NA,NA,11
A,3,2020-08-24,3,2,NA,NA,NA,NA,19,NA,NA,14
A,3,2020-08-24,1,NA,NA,NA,1,NA,12,NA,NA,18
A,3,2020-08-24,NA,NA,NA,NA,2,2,6,NA,NA,6
A,3,2020-08-24,NA,NA,NA,NA,NA,5,10,NA,NA,13
A,3,2020-08-24,1,1,NA,NA,NA,5,8,NA,NA,15
A,3,2020-09-14,NA,NA,NA,NA,NA,1,8,NA,NA,1
A,3,2020-09-14,NA,NA,NA,NA,NA,1,5,NA,NA,12
A,3,2020-09-14,NA,1,NA,NA,NA,NA,5,NA,NA,10
A,3,2020-09-14,NA,NA,NA,NA,NA,NA,5,NA,NA,10
A,3,2020-09-14,6,1,NA,NA,NA,2,10,NA,NA,13
A,3,2020-09-21,6,NA,2,NA,NA,NA,14,NA,NA,22
A,3,2020-09-21,4,NA,NA,NA,NA,2,57,NA,NA,19
A,3,2020-09-21,NA,NA,NA,NA,NA,NA,13,NA,NA,14
A,3,2020-09-21,8,NA,NA,NA,NA,1,27,NA,NA,21
A,3,2020-09-21,NA,NA,NA,NA,NA,1,11,NA,NA,9
A,3,2020-09-28,3,NA,1,NA,NA,1,18,1,NA,15
A,3,2020-09-28,6,1,NA,NA,NA,NA,17,NA,NA,10
A,3,2020-09-28,3,1,NA,NA,NA,1,56,NA,NA,8
A,3,2020-09-28,4,NA,NA,NA,NA,3,100,NA,NA,34
A,3,2020-09-28,1,1,NA,NA,NA,NA,17,NA,NA,14
A,3,2020-10-05,3,NA,NA,NA,NA,1,46,NA,NA,14
A,3,2020-10-05,NA,1,NA,NA,NA,NA,2,NA,NA,9
A,3,2020-10-05,1,NA,NA,NA,NA,NA,41,NA,NA,10
A,3,2020-10-05,4,NA,NA,NA,NA,NA,8,NA,NA,8
A,3,2020-10-05,1,NA,NA,NA,NA,NA,15,NA,NA,8
A,3,2020-10-12,1,NA,NA,NA,NA,NA,9,NA,NA,7
A,3,2020-10-12,NA,NA,NA,NA,NA,1,2,NA,NA,3
A,3,2020-10-12,NA,NA,NA,NA,NA,1,2,NA,NA,5
A,3,2020-10-12,10,NA,NA,NA,NA,3,14,NA,NA,14
A,3,2020-10-12,NA,NA,NA,NA,NA,1,12,NA,NA,11
A,3,2020-10-19,3,NA,NA,NA,NA,NA,8,NA,NA,12
A,3,2020-10-19,NA,NA,NA,NA,NA,NA,5,NA,NA,2
A,3,2020-10-19,1,NA,NA,NA,NA,NA,8,NA,NA,3
A,3,2020-10-19,1,NA,NA,NA,NA,1,3,NA,NA,1
A,3,2020-10-19,3,NA,NA,NA,NA,NA,3,NA,NA,6
A,3,2020-10-26,5,NA,NA,NA,NA,NA,5,NA,NA,3
A,3,2020-10-26,1,NA,NA,NA,NA,4,7,NA,NA,6
A,3,2020-10-26,15,NA,NA,NA,NA,NA,8,NA,NA,22
A,3,2020-10-26,4,NA,NA,NA,NA,NA,2,NA,NA,2
A,3,2020-10-26,NA,NA,NA,NA,NA,NA,3,NA,NA,5
A,3,2020-11-02,5,NA,NA,NA,NA,NA,2,NA,NA,NA
A,3,2020-11-02,3,NA,NA,NA,NA,1,1,NA,NA,NA
A,3,2020-11-02,3,1,NA,NA,NA,2,NA,NA,NA,NA
A,3,2020-11-02,6,NA,NA,NA,NA,NA,4,NA,NA,NA
A,3,2020-11-02,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,3,2020-11-09,14,NA,NA,NA,NA,1,7,NA,NA,7
A,3,2020-11-16,2,NA,NA,NA,NA,1,2,NA,NA,2
A,3,2020-11-22,2,NA,NA,NA,NA,NA,1,NA,NA,NA
A,3,2020-11-30,1,NA,NA,NA,NA,NA,1,NA,NA,NA
A,3,2020-12-07,3,NA,NA,NA,NA,NA,6,NA,NA,1
A,3,2020-12-14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,3,2019-09-03,3,NA,2,NA,7,3,33,1,NA,5
B,3,2019-09-03,2,3,NA,NA,NA,1,30,3,NA,2
B,3,2019-09-03,5,NA,2,NA,1,1,17,NA,NA,8
B,3,2019-09-03,3,NA,NA,NA,4,2,25,1,NA,2
B,3,2019-09-03,2,NA,2,NA,1,1,22,NA,NA,2
B,3,2019-09-09,NA,NA,NA,NA,1,1,12,NA,NA,2
B,3,2019-09-09,1,NA,NA,NA,1,NA,9,NA,NA,2
B,3,2019-09-09,1,3,NA,NA,NA,5,16,NA,NA,3
B,3,2019-09-09,NA,1,NA,NA,NA,3,8,2,NA,1
B,3,2019-09-09,1,NA,NA,NA,1,NA,19,NA,NA,5
B,3,2019-09-16,NA,NA,NA,NA,NA,NA,42,2,NA,3
B,3,2019-09-16,NA,NA,2,NA,1,NA,31,NA,NA,5
B,3,2019-09-16,1,NA,NA,NA,NA,2,26,NA,NA,11
B,3,2019-09-16,NA,1,NA,NA,NA,2,17,1,NA,4
B,3,2019-09-16,NA,NA,1,NA,NA,NA,32,NA,NA,10
B,3,2019-09-23,NA,NA,NA,NA,1,NA,35,2,NA,11
B,3,2019-09-23,1,NA,NA,NA,1,NA,20,NA,NA,2
B,3,2019-09-23,NA,NA,NA,NA,1,4,16,1,NA,9
B,3,2019-09-23,1,1,NA,NA,3,1,6,1,NA,5
B,3,2019-09-23,NA,NA,NA,NA,3,1,21,3,NA,14
B,3,2019-09-30,12,NA,NA,NA,NA,2,28,NA,NA,3
B,3,2019-09-30,1,NA,1,NA,NA,1,13,NA,NA,4
B,3,2019-09-30,NA,1,NA,NA,NA,1,61,3,NA,7
B,3,2019-09-30,1,NA,NA,NA,NA,NA,26,NA,NA,4
B,3,2019-09-30,1,NA,NA,NA,1,1,13,NA,NA,4
B,3,2019-10-07,6,1,NA,NA,NA,NA,16,NA,NA,5
B,3,2019-10-07,NA,NA,NA,NA,NA,NA,10,NA,NA,2
B,3,2019-10-07,1,NA,NA,NA,NA,1,27,NA,NA,NA
B,3,2019-10-07,3,1,NA,NA,NA,NA,24,NA,NA,2
B,3,2019-10-07,9,NA,NA,NA,NA,NA,19,NA,NA,6
